Sales Person,Country,Product,Date,Amount,Boxes Shipped
Ches Bonnell,USA,Choco Coated Almonds,04/01/2023,"$16,240.71",1970-01-01 00:00:00.000000093
Marney O'Breen,Australia,Baker's Choco Chips,13/01/2023,"$5,891.94",1970-01-01 00:00:00.000000109
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,11/07/2023,"$6,924.52",1970-01-01 00:00:00.000000094
Kaine Padly,Australia,Mint Chip Choco,17/05/2023,"$4,552.57",1970-01-01 00:00:00.000000158
Camilla Castle,New Zealand,Peanut Butter Cubes,21/07/2023,"$1,724.91",1970-01-01 00:00:00.000000060
Curtice Advani,Canada,Organic Choco Syrup,22/02/2023,$897.30,1970-01-01 00:00:00.000000021
Jan Morforth,India,99% Dark & Pure,23/05/2023,"$10,283.90",1970-01-01 00:00:00.000000178
Rafaelita Blaksland,Canada,Drinking Coco,12/07/2023,"$10,415.77",1970-01-01 00:00:00.000000200
Jan Morforth,UK,Orange Choco,15/06/2023,"$4,220.83",1970-01-01 00:00:00.000000193
Barr Faughny,New Zealand,50% Dark Bites,23/06/2023,"$4,909.86",1970-01-01 00:00:00.000000304
Curtice Advani,Australia,Eclairs,25/03/2023,"$6,549.62",1970-01-01 00:00:00.000000053
Jan Morforth,India,Caramel Stuffed Bars,04/07/2023,$88.72,1970-01-01 00:00:00.000000165
Andria Kimpton,UK,White Choc,12/05/2023,"$9,793.16",1970-01-01 00:00:00.000000110
Camilla Castle,New Zealand,Raspberry Choco,04/04/2023,"$4,823.65",1970-01-01 00:00:00.000000143
Madelene Upcott,Australia,Orange Choco,15/04/2023,"$7,556.55",1970-01-01 00:00:00.000000404
Roddy Speechley,Canada,Eclairs,08/03/2023,"$7,082.03",1970-01-01 00:00:00.000000095
Karlen McCaffrey,India,White Choc,17/01/2023,"$8,361.47",1970-01-01 00:00:00.000000231
Wilone O'Kielt,India,Mint Chip Choco,22/08/2023,"$1,310.50",1970-01-01 00:00:00.000000052
Andria Kimpton,UK,99% Dark & Pure,25/07/2023,"$1,288.10",1970-01-01 00:00:00.000000067
Marney O'Breen,UK,50% Dark Bites,14/06/2023,"$3,288.29",1970-01-01 00:00:00.000000133
Ches Bonnell,India,Choco Coated Almonds,05/04/2023,"$10,669.09",1970-01-01 00:00:00.000000085
Madelene Upcott,UK,Raspberry Choco,26/08/2023,"$7,361.93",1970-01-01 00:00:00.000000344
Wilone O'Kielt,Australia,50% Dark Bites,03/08/2023,"$10,336.22",1970-01-01 00:00:00.000000123
Gigi Bohling,Canada,White Choc,11/07/2023,"$6,985.95",1970-01-01 00:00:00.000000004
Wilone O'Kielt,New Zealand,Eclairs,11/03/2023,"$3,394.46",1970-01-01 00:00:00.000000021
Brien Boise,UK,Peanut Butter Cubes,10/01/2023,"$15,337.23",1970-01-01 00:00:00.000000031
Roddy Speechley,UK,Baker's Choco Chips,04/04/2023,"$15,925.17",1970-01-01 00:00:00.000000378
Karlen McCaffrey,Australia,50% Dark Bites,17/01/2023,"$7,355.77",1970-01-01 00:00:00.000000772
Marney O'Breen,New Zealand,Organic Choco Syrup,08/07/2023,"$9,489.27",1970-01-01 00:00:00.000000054
Jan Morforth,UK,Organic Choco Syrup,12/04/2023,"$1,281.32",1970-01-01 00:00:00.000000354
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24/08/2023,$518.07,1970-01-01 00:00:00.000000192
Ches Bonnell,UK,Choco Coated Almonds,07/06/2023,"$1,933.56",1970-01-01 00:00:00.000000239
Gunar Cockshoot,Canada,Almond Choco,28/07/2023,"$1,308.52",1970-01-01 00:00:00.000000030
Husein Augar,USA,99% Dark & Pure,21/02/2023,"$9,878.50",1970-01-01 00:00:00.000000111
Dennison Crosswaite,Canada,Mint Chip Choco,08/04/2023,"$1,943.70",1970-01-01 00:00:00.000000297
Brien Boise,UK,Manuka Honey Choco,28/06/2023,$80.62,1970-01-01 00:00:00.000000103
Van Tuxwell,UK,Baker's Choco Chips,24/03/2023,"$2,678.37",1970-01-01 00:00:00.000000020
Barr Faughny,Australia,Caramel Stuffed Bars,29/07/2023,"$2,931.10",1970-01-01 00:00:00.000000060
Dennison Crosswaite,USA,Eclairs,25/05/2023,"$2,316.09",1970-01-01 00:00:00.000000090
Gigi Bohling,Australia,Raspberry Choco,30/03/2023,"$6,722.22",1970-01-01 00:00:00.000000330
Dennison Crosswaite,USA,Organic Choco Syrup,18/07/2023,"$14,528.51",1970-01-01 00:00:00.000000134
Beverie Moffet,Canada,Orange Choco,10/05/2023,"$9,390.28",1970-01-01 00:00:00.000000104
Mallorie Waber,Australia,Choco Coated Almonds,18/03/2023,"$16,230.41",1970-01-01 00:00:00.000000094
Ches Bonnell,India,Caramel Stuffed Bars,15/06/2023,"$7,224.39",1970-01-01 00:00:00.000000055
Van Tuxwell,Canada,50% Dark Bites,12/05/2023,"$15,567.58",1970-01-01 00:00:00.000000057
Kelci Walkden,New Zealand,Baker's Choco Chips,23/06/2023,"$2,964.20",1970-01-01 00:00:00.000000105
Beverie Moffet,India,Spicy Special Slims,21/04/2023,"$3,357.08",1970-01-01 00:00:00.000000186
Gigi Bohling,Australia,Almond Choco,17/08/2023,"$1,010.37",1970-01-01 00:00:00.000000127
Rafaelita Blaksland,New Zealand,Eclairs,07/02/2023,"$20,470.43",1970-01-01 00:00:00.000000054
Kelci Walkden,Canada,Smooth Sliky Salty,17/03/2023,"$8,762.75",1970-01-01 00:00:00.000000115
Jan Morforth,India,Baker's Choco Chips,01/08/2023,"$14,613.52",1970-01-01 00:00:00.000000085
Jehu Rudeforth,Australia,Milk Bars,18/03/2023,"$9,839.46",1970-01-01 00:00:00.000000031
Gigi Bohling,Canada,Fruit & Nut Bars,14/06/2023,"$6,633.23",1970-01-01 00:00:00.000000103
Beverie Moffet,UK,Eclairs,22/04/2023,"$9,749.07",1970-01-01 00:00:00.000000169
Marney O'Breen,New Zealand,Eclairs,18/01/2023,"$5,254.38",1970-01-01 00:00:00.000000031
Husein Augar,Australia,99% Dark & Pure,26/08/2023,"$3,430.43",1970-01-01 00:00:00.000000123
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10/06/2023,"$10,454.55",1970-01-01 00:00:00.000000434
Curtice Advani,Canada,70% Dark Bites,31/01/2023,"$2,413.87",1970-01-01 00:00:00.000000007
Kelci Walkden,New Zealand,Manuka Honey Choco,08/04/2023,"$1,445.14",1970-01-01 00:00:00.000000108
Dotty Strutley,Australia,Baker's Choco Chips,07/06/2023,"$4,022.64",1970-01-01 00:00:00.000000071
Barr Faughny,Australia,85% Dark Bars,10/02/2023,"$8,651.20",1970-01-01 00:00:00.000000043
Beverie Moffet,Australia,50% Dark Bites,16/05/2023,$725.16,1970-01-01 00:00:00.000000453
Gunar Cockshoot,India,Baker's Choco Chips,18/03/2023,"$2,385.40",1970-01-01 00:00:00.000000540
Van Tuxwell,Australia,50% Dark Bites,13/07/2023,$726.04,1970-01-01 00:00:00.000000131
Oby Sorrel,USA,Manuka Honey Choco,25/07/2023,"$4,742.35",1970-01-01 00:00:00.000000083
Van Tuxwell,Canada,Choco Coated Almonds,19/08/2023,"$2,556.96",1970-01-01 00:00:00.000000312
Karlen McCaffrey,Canada,70% Dark Bites,24/06/2023,"$8,376.69",1970-01-01 00:00:00.000000646
Kelci Walkden,Canada,Fruit & Nut Bars,20/06/2023,$840.71,1970-01-01 00:00:00.000000162
Camilla Castle,India,99% Dark & Pure,02/08/2023,$207.87,1970-01-01 00:00:00.000000216
Madelene Upcott,New Zealand,70% Dark Bites,22/02/2023,"$13,370.34",1970-01-01 00:00:00.000000094
Mallorie Waber,New Zealand,Orange Choco,01/02/2023,"$6,811.37",1970-01-01 00:00:00.000000025
Jan Morforth,Canada,70% Dark Bites,14/02/2023,"$6,096.52",1970-01-01 00:00:00.000000300
Kelci Walkden,Australia,Milk Bars,24/02/2023,"$8,684.58",1970-01-01 00:00:00.000000120
Dennison Crosswaite,India,Orange Choco,18/03/2023,$873.26,1970-01-01 00:00:00.000000140
Husein Augar,UK,Eclairs,30/08/2023,"$1,912.66",1970-01-01 00:00:00.000000253
Gigi Bohling,USA,Peanut Butter Cubes,09/05/2023,$321.61,1970-01-01 00:00:00.000000076
Wilone O'Kielt,USA,Smooth Sliky Salty,18/01/2023,$511.12,1970-01-01 00:00:00.000000096
Curtice Advani,India,White Choc,04/07/2023,"$7,887.15",1970-01-01 00:00:00.000000335
Oby Sorrel,New Zealand,Spicy Special Slims,03/06/2023,"$1,793.67",1970-01-01 00:00:00.000000013
Beverie Moffet,New Zealand,Peanut Butter Cubes,23/02/2023,"$12,129.42",1970-01-01 00:00:00.000000029
Dotty Strutley,New Zealand,99% Dark & Pure,09/05/2023,"$11,749.75",1970-01-01 00:00:00.000000213
Kelci Walkden,India,70% Dark Bites,06/06/2023,"$3,967.25",1970-01-01 00:00:00.000000101
Kelci Walkden,India,Drinking Coco,04/07/2023,"$8,105.37",1970-01-01 00:00:00.000000255
Brien Boise,New Zealand,Drinking Coco,06/06/2023,"$1,614.17",1970-01-01 00:00:00.000000106
Dotty Strutley,Australia,Almond Choco,13/05/2023,"$1,613.30",1970-01-01 00:00:00.000000091
Wilone O'Kielt,New Zealand,Organic Choco Syrup,31/01/2023,"$2,155.64",1970-01-01 00:00:00.000000281
Ches Bonnell,New Zealand,Caramel Stuffed Bars,30/06/2023,"$8,184.37",1970-01-01 00:00:00.000000043
Barr Faughny,Canada,Manuka Honey Choco,25/08/2023,"$3,613.32",1970-01-01 00:00:00.000000251
Gigi Bohling,New Zealand,Smooth Sliky Salty,10/01/2023,$801.09,1970-01-01 00:00:00.000000101
Brien Boise,USA,Manuka Honey Choco,22/08/2023,"$2,069.48",1970-01-01 00:00:00.000000008
Roddy Speechley,New Zealand,85% Dark Bars,14/04/2023,"$5,096.21",1970-01-01 00:00:00.000000284
Oby Sorrel,UK,Smooth Sliky Salty,31/05/2023,"$10,573.50",1970-01-01 00:00:00.000000338
Oby Sorrel,UK,Raspberry Choco,08/04/2023,"$4,611.37",1970-01-01 00:00:00.000000322
Roddy Speechley,USA,Drinking Coco,21/02/2023,"$3,288.77",1970-01-01 00:00:00.000000148
Andria Kimpton,Australia,Manuka Honey Choco,30/03/2023,"$10,883.13",1970-01-01 00:00:00.000000394
Mallorie Waber,India,Raspberry Choco,02/03/2023,"$1,516.56",1970-01-01 00:00:00.000000002
Jehu Rudeforth,USA,Orange Choco,28/07/2023,$391.33,1970-01-01 00:00:00.000000184
Kaine Padly,New Zealand,70% Dark Bites,24/03/2023,"$7,969.08",1970-01-01 00:00:00.000000038
Curtice Advani,Australia,After Nines,11/08/2023,$63.71,1970-01-01 00:00:00.000000109
Husein Augar,UK,Almond Choco,17/05/2023,"$8,832.33",1970-01-01 00:00:00.000000175
Kaine Padly,Canada,Choco Coated Almonds,18/05/2023,"$3,542.19",1970-01-01 00:00:00.000000180
Roddy Speechley,UK,Peanut Butter Cubes,17/08/2023,"$6,052.07",1970-01-01 00:00:00.000000173
Ches Bonnell,New Zealand,Eclairs,04/04/2023,$543.20,1970-01-01 00:00:00.000000054
Brien Boise,India,85% Dark Bars,09/08/2023,"$18,894.92",1970-01-01 00:00:00.000000201
Brien Boise,New Zealand,Organic Choco Syrup,17/01/2023,$689.40,1970-01-01 00:00:00.000000331
Andria Kimpton,Canada,White Choc,14/02/2023,"$4,435.95",1970-01-01 00:00:00.000000031
Gigi Bohling,New Zealand,Orange Choco,16/05/2023,"$9,111.34",1970-01-01 00:00:00.000000324
Ches Bonnell,Canada,Smooth Sliky Salty,16/03/2023,"$10,369.71",1970-01-01 00:00:00.000000129
Husein Augar,Canada,70% Dark Bites,31/01/2023,"$5,833.20",1970-01-01 00:00:00.000000290
Barr Faughny,Canada,Organic Choco Syrup,10/03/2023,"$1,229.96",1970-01-01 00:00:00.000000219
Oby Sorrel,UK,Organic Choco Syrup,30/06/2023,"$8,839.72",1970-01-01 00:00:00.000000170
Van Tuxwell,New Zealand,Eclairs,01/03/2023,"$5,747.66",1970-01-01 00:00:00.000000176
Mallorie Waber,UK,Drinking Coco,27/05/2023,"$3,666.04",1970-01-01 00:00:00.000000107
Oby Sorrel,UK,Milk Bars,11/07/2023,"$6,853.82",1970-01-01 00:00:00.000000220
Karlen McCaffrey,New Zealand,Mint Chip Choco,02/03/2023,"$4,361.01",1970-01-01 00:00:00.000000059
Jehu Rudeforth,USA,Raspberry Choco,04/03/2023,"$7,686.15",1970-01-01 00:00:00.000000141
Kelci Walkden,UK,85% Dark Bars,23/06/2023,"$4,188.43",1970-01-01 00:00:00.000000235
Kelci Walkden,USA,Almond Choco,27/01/2023,"$5,425.24",1970-01-01 00:00:00.000000234
Marney O'Breen,Canada,Orange Choco,14/01/2023,"$2,896.97",1970-01-01 00:00:00.000000456
Dennison Crosswaite,India,Fruit & Nut Bars,29/07/2023,"$1,071.31",1970-01-01 00:00:00.000000023
Brien Boise,Canada,Smooth Sliky Salty,13/05/2023,"$6,417.05",1970-01-01 00:00:00.000000497
Barr Faughny,Canada,Baker's Choco Chips,03/02/2023,"$10,967.31",1970-01-01 00:00:00.000000172
Brien Boise,India,Smooth Sliky Salty,27/05/2023,"$6,345.02",1970-01-01 00:00:00.000000028
Jan Morforth,Australia,Drinking Coco,18/02/2023,"$2,824.71",1970-01-01 00:00:00.000000025
Brien Boise,India,Spicy Special Slims,28/01/2023,"$1,463.67",1970-01-01 00:00:00.000000034
Van Tuxwell,UK,Eclairs,29/06/2023,"$5,856.52",1970-01-01 00:00:00.000000115
Wilone O'Kielt,India,Caramel Stuffed Bars,13/01/2023,"$4,303.86",1970-01-01 00:00:00.000000282
Jehu Rudeforth,UK,After Nines,27/06/2023,"$2,047.77",1970-01-01 00:00:00.000000169
Barr Faughny,Canada,White Choc,29/03/2023,"$4,692.36",1970-01-01 00:00:00.000000001
Gunar Cockshoot,India,Organic Choco Syrup,03/06/2023,"$7,302.42",1970-01-01 00:00:00.000000153
Mallorie Waber,Canada,Smooth Sliky Salty,21/03/2023,"$2,056.92",1970-01-01 00:00:00.000000103
Mallorie Waber,India,Eclairs,12/04/2023,"$11,032.79",1970-01-01 00:00:00.000000049
Rafaelita Blaksland,Australia,Raspberry Choco,19/01/2023,"$7,773.64",1970-01-01 00:00:00.000000247
Karlen McCaffrey,UK,50% Dark Bites,06/04/2023,"$3,843.01",1970-01-01 00:00:00.000000295
Kaine Padly,Australia,50% Dark Bites,02/08/2023,"$9,163.79",1970-01-01 00:00:00.000000081
Gigi Bohling,Australia,Eclairs,12/04/2023,"$7,628.59",1970-01-01 00:00:00.000000146
Oby Sorrel,India,Drinking Coco,21/07/2023,"$18,220.59",1970-01-01 00:00:00.000000139
Van Tuxwell,New Zealand,Baker's Choco Chips,22/03/2023,"$9,828.94",1970-01-01 00:00:00.000000024
Husein Augar,India,Peanut Butter Cubes,09/05/2023,"$4,726.65",1970-01-01 00:00:00.000000005
Andria Kimpton,Australia,Baker's Choco Chips,09/08/2023,$344.82,1970-01-01 00:00:00.000000118
Madelene Upcott,Canada,Choco Coated Almonds,20/07/2023,"$3,451.24",1970-01-01 00:00:00.000000283
Brien Boise,India,70% Dark Bites,14/04/2023,"$5,071.49",1970-01-01 00:00:00.000000439
Jehu Rudeforth,Canada,White Choc,25/01/2023,"$4,719.38",1970-01-01 00:00:00.000000132
Andria Kimpton,Australia,Almond Choco,25/04/2023,"$3,430.58",1970-01-01 00:00:00.000000174
Dotty Strutley,Canada,After Nines,17/01/2023,$268.30,1970-01-01 00:00:00.000000239
Karlen McCaffrey,USA,Eclairs,15/08/2023,$991.46,1970-01-01 00:00:00.000000133
Karlen McCaffrey,Canada,Fruit & Nut Bars,02/06/2023,$213.45,1970-01-01 00:00:00.000000017
Gunar Cockshoot,USA,85% Dark Bars,30/06/2023,"$7,586.38",1970-01-01 00:00:00.000000131
Dotty Strutley,New Zealand,Raspberry Choco,10/02/2023,"$6,192.19",1970-01-01 00:00:00.000000099
Marney O'Breen,Canada,Caramel Stuffed Bars,23/02/2023,"$1,510.58",1970-01-01 00:00:00.000000602
Dennison Crosswaite,India,Organic Choco Syrup,27/01/2023,"$8,693.31",1970-01-01 00:00:00.000000209
Camilla Castle,UK,Mint Chip Choco,26/05/2023,"$5,509.77",1970-01-01 00:00:00.000000307
Brien Boise,USA,70% Dark Bites,14/04/2023,"$1,863.20",1970-01-01 00:00:00.000000022
Madelene Upcott,Australia,99% Dark & Pure,01/08/2023,"$4,822.50",1970-01-01 00:00:00.000000159
Mallorie Waber,Australia,Eclairs,22/08/2023,"$10,856.55",1970-01-01 00:00:00.000000229
Marney O'Breen,India,99% Dark & Pure,22/07/2023,"$11,252.11",1970-01-01 00:00:00.000000159
Husein Augar,USA,Fruit & Nut Bars,28/04/2023,"$1,387.72",1970-01-01 00:00:00.000000027
Kelci Walkden,Australia,Almond Choco,30/05/2023,"$5,509.22",1970-01-01 00:00:00.000000341
Ches Bonnell,USA,Milk Bars,21/07/2023,"$2,444.25",1970-01-01 00:00:00.000000155
Jan Morforth,UK,Caramel Stuffed Bars,02/08/2023,"$3,175.62",1970-01-01 00:00:00.000000507
Brien Boise,New Zealand,70% Dark Bites,15/06/2023,"$7,900.42",1970-01-01 00:00:00.000000143
Oby Sorrel,India,85% Dark Bars,05/07/2023,"$9,072.46",1970-01-01 00:00:00.000000142
Kaine Padly,New Zealand,Smooth Sliky Salty,12/04/2023,$8.06,1970-01-01 00:00:00.000000513
Gigi Bohling,Australia,70% Dark Bites,18/08/2023,"$1,548.54",1970-01-01 00:00:00.000000104
Jan Morforth,UK,50% Dark Bites,12/01/2023,"$5,501.67",1970-01-01 00:00:00.000000298
Gunar Cockshoot,Canada,White Choc,11/08/2023,"$7,685.42",1970-01-01 00:00:00.000000015
Jehu Rudeforth,Australia,Spicy Special Slims,13/01/2023,"$5,147.77",1970-01-01 00:00:00.000000402
Husein Augar,UK,Baker's Choco Chips,29/04/2023,"$3,070.43",1970-01-01 00:00:00.000000143
Rafaelita Blaksland,New Zealand,After Nines,07/07/2023,"$1,127.50",1970-01-01 00:00:00.000000088
Madelene Upcott,New Zealand,Mint Chip Choco,11/03/2023,"$8,502.77",1970-01-01 00:00:00.000000004
Madelene Upcott,UK,70% Dark Bites,16/02/2023,"$5,961.02",1970-01-01 00:00:00.000000241
Barr Faughny,Australia,Organic Choco Syrup,07/01/2023,"$2,478.33",1970-01-01 00:00:00.000000033
Beverie Moffet,New Zealand,Drinking Coco,12/01/2023,"$1,269.56",1970-01-01 00:00:00.000000497
Beverie Moffet,India,Eclairs,09/06/2023,"$11,130.52",1970-01-01 00:00:00.000000144
Andria Kimpton,India,Eclairs,16/05/2023,"$2,455.09",1970-01-01 00:00:00.000000083
Gigi Bohling,UK,85% Dark Bars,23/06/2023,"$12,764.94",1970-01-01 00:00:00.000000100
Roddy Speechley,UK,Raspberry Choco,28/01/2023,"$13,351.42",1970-01-01 00:00:00.000000198
Dotty Strutley,UK,Mint Chip Choco,14/07/2023,"$2,763.22",1970-01-01 00:00:00.000000223
Barr Faughny,Canada,Drinking Coco,18/04/2023,"$6,523.34",1970-01-01 00:00:00.000000245
Oby Sorrel,USA,Milk Bars,14/06/2023,"$1,868.25",1970-01-01 00:00:00.000000082
Oby Sorrel,UK,Orange Choco,15/04/2023,"$8,431.83",1970-01-01 00:00:00.000000251
Curtice Advani,Canada,Peanut Butter Cubes,19/05/2023,"$5,646.99",1970-01-01 00:00:00.000000064
Gigi Bohling,India,White Choc,13/04/2023,"$1,484.67",1970-01-01 00:00:00.000000180
Husein Augar,Canada,Choco Coated Almonds,15/08/2023,"$3,859.95",1970-01-01 00:00:00.000000395
Wilone O'Kielt,India,Choco Coated Almonds,22/08/2023,"$3,237.30",1970-01-01 00:00:00.000000227
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22/04/2023,"$4,072.43",1970-01-01 00:00:00.000000064
Kaine Padly,UK,Choco Coated Almonds,03/08/2023,"$8,054.87",1970-01-01 00:00:00.000000118
Dennison Crosswaite,New Zealand,Organic Choco Syrup,04/01/2023,$420.30,1970-01-01 00:00:00.000000224
Kelci Walkden,Canada,After Nines,13/01/2023,"$17,073.99",1970-01-01 00:00:00.000000218
Van Tuxwell,Australia,Baker's Choco Chips,11/05/2023,"$13,624.31",1970-01-01 00:00:00.000000033
Husein Augar,New Zealand,Peanut Butter Cubes,16/02/2023,"$2,318.46",1970-01-01 00:00:00.000000235
Kaine Padly,UK,Caramel Stuffed Bars,20/05/2023,"$10,740.05",1970-01-01 00:00:00.000000067
Jehu Rudeforth,UK,Drinking Coco,03/02/2023,"$7,624.67",1970-01-01 00:00:00.000000422
Beverie Moffet,India,Manuka Honey Choco,06/05/2023,"$10,168.32",1970-01-01 00:00:00.000000159
Gunar Cockshoot,UK,Choco Coated Almonds,30/06/2023,"$6,635.15",1970-01-01 00:00:00.000000141
Gunar Cockshoot,UK,Smooth Sliky Salty,22/03/2023,$860.12,1970-01-01 00:00:00.000000158
Camilla Castle,Canada,Orange Choco,17/02/2023,"$8,671.21",1970-01-01 00:00:00.000000052
Jehu Rudeforth,UK,85% Dark Bars,07/07/2023,"$5,534.11",1970-01-01 00:00:00.000000063
Oby Sorrel,UK,70% Dark Bites,16/03/2023,"$6,800.26",1970-01-01 00:00:00.000000187
Kelci Walkden,UK,99% Dark & Pure,12/08/2023,"$3,927.83",1970-01-01 00:00:00.000000123
Gigi Bohling,New Zealand,After Nines,21/01/2023,"$5,833.80",1970-01-01 00:00:00.000000196
Oby Sorrel,Australia,50% Dark Bites,06/05/2023,$733.08,1970-01-01 00:00:00.000000147
Oby Sorrel,Canada,50% Dark Bites,24/06/2023,"$7,164.51",1970-01-01 00:00:00.000000140
Barr Faughny,USA,White Choc,05/05/2023,"$7,900.52",1970-01-01 00:00:00.000000175
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/03/2023,"$3,550.76",1970-01-01 00:00:00.000000085
Curtice Advani,Australia,Caramel Stuffed Bars,14/02/2023,"$10,281.51",1970-01-01 00:00:00.000000136
Curtice Advani,New Zealand,85% Dark Bars,12/05/2023,"$5,936.81",1970-01-01 00:00:00.000000180
Barr Faughny,New Zealand,Smooth Sliky Salty,25/01/2023,"$4,552.15",1970-01-01 00:00:00.000000172
Ches Bonnell,UK,85% Dark Bars,28/06/2023,"$15,944.86",1970-01-01 00:00:00.000000011
Dennison Crosswaite,Australia,Drinking Coco,13/07/2023,"$7,722.58",1970-01-01 00:00:00.000000188
Roddy Speechley,USA,Milk Bars,16/05/2023,"$3,105.38",1970-01-01 00:00:00.000000268
Jan Morforth,India,After Nines,14/03/2023,"$6,994.35",1970-01-01 00:00:00.000000179
Gunar Cockshoot,USA,After Nines,15/08/2023,"$4,264.49",1970-01-01 00:00:00.000000252
Ches Bonnell,India,Orange Choco,16/02/2023,"$1,215.30",1970-01-01 00:00:00.000000271
Mallorie Waber,UK,Manuka Honey Choco,15/06/2023,"$8,519.37",1970-01-01 00:00:00.000000045
Barr Faughny,Australia,Raspberry Choco,27/05/2023,"$9,810.95",1970-01-01 00:00:00.000000105
Wilone O'Kielt,USA,Drinking Coco,14/06/2023,"$1,065.63",1970-01-01 00:00:00.000000107
Wilone O'Kielt,India,Eclairs,25/02/2023,"$3,894.68",1970-01-01 00:00:00.000000080
Wilone O'Kielt,India,After Nines,04/08/2023,"$12,194.27",1970-01-01 00:00:00.000000252
Kelci Walkden,India,99% Dark & Pure,28/06/2023,"$2,455.13",1970-01-01 00:00:00.000000236
Gunar Cockshoot,Canada,Spicy Special Slims,05/04/2023,"$14,887.76",1970-01-01 00:00:00.000000012
Madelene Upcott,Canada,Peanut Butter Cubes,05/07/2023,"$15,276.46",1970-01-01 00:00:00.000000121
Kaine Padly,New Zealand,Eclairs,20/01/2023,"$13,520.48",1970-01-01 00:00:00.000000047
Ches Bonnell,New Zealand,Drinking Coco,16/02/2023,"$9,195.53",1970-01-01 00:00:00.000000127
Curtice Advani,UK,Drinking Coco,12/07/2023,$460.98,1970-01-01 00:00:00.000000182
Kelci Walkden,India,Raspberry Choco,16/06/2023,"$8,216.56",1970-01-01 00:00:00.000000257
Dotty Strutley,Australia,Choco Coated Almonds,13/04/2023,"$1,863.54",1970-01-01 00:00:00.000000277
Kaine Padly,UK,50% Dark Bites,21/02/2023,"$3,283.00",1970-01-01 00:00:00.000000072
Roddy Speechley,Canada,Choco Coated Almonds,11/05/2023,"$5,967.18",1970-01-01 00:00:00.000000247
Ches Bonnell,India,50% Dark Bites,15/04/2023,"$12,083.50",1970-01-01 00:00:00.000000334
Oby Sorrel,Canada,Peanut Butter Cubes,07/06/2023,"$12,397.06",1970-01-01 00:00:00.000000179
Oby Sorrel,UK,White Choc,27/06/2023,"$1,746.01",1970-01-01 00:00:00.000000280
Barr Faughny,India,After Nines,29/07/2023,"$9,021.65",1970-01-01 00:00:00.000000104
Wilone O'Kielt,Canada,Smooth Sliky Salty,02/06/2023,"$5,263.45",1970-01-01 00:00:00.000000165
Rafaelita Blaksland,India,Mint Chip Choco,26/01/2023,"$15,473.00",1970-01-01 00:00:00.000000091
Rafaelita Blaksland,Canada,99% Dark & Pure,02/03/2023,"$5,566.57",1970-01-01 00:00:00.000000140
Van Tuxwell,Australia,70% Dark Bites,10/01/2023,"$8,111.43",1970-01-01 00:00:00.000000111
Beverie Moffet,USA,70% Dark Bites,27/06/2023,"$2,341.80",1970-01-01 00:00:00.000000117
Barr Faughny,Canada,Orange Choco,30/06/2023,"$8,650.42",1970-01-01 00:00:00.000000019
Roddy Speechley,Australia,85% Dark Bars,08/07/2023,"$4,444.72",1970-01-01 00:00:00.000000077
Oby Sorrel,India,Spicy Special Slims,08/06/2023,"$12,531.37",1970-01-01 00:00:00.000000086
Jan Morforth,UK,Manuka Honey Choco,18/08/2023,"$3,558.89",1970-01-01 00:00:00.000000231
Kaine Padly,Australia,After Nines,08/04/2023,"$7,889.90",1970-01-01 00:00:00.000000300
Wilone O'Kielt,Canada,Fruit & Nut Bars,08/08/2023,"$3,589.18",1970-01-01 00:00:00.000000176
Wilone O'Kielt,UK,Milk Bars,26/08/2023,$305.39,1970-01-01 00:00:00.000000062
Oby Sorrel,Canada,Fruit & Nut Bars,14/01/2023,"$1,896.64",1970-01-01 00:00:00.000000161
Dennison Crosswaite,USA,Baker's Choco Chips,11/08/2023,"$18,494.72",1970-01-01 00:00:00.000000298
Madelene Upcott,USA,Almond Choco,31/05/2023,"$11,103.47",1970-01-01 00:00:00.000000024
Van Tuxwell,New Zealand,50% Dark Bites,11/07/2023,"$4,162.28",1970-01-01 00:00:00.000000011
Karlen McCaffrey,Canada,Caramel Stuffed Bars,02/03/2023,"$3,357.30",1970-01-01 00:00:00.000000308
Madelene Upcott,Australia,Raspberry Choco,13/07/2023,"$7,033.52",1970-01-01 00:00:00.000000094
Rafaelita Blaksland,UK,Spicy Special Slims,03/08/2023,"$9,896.80",1970-01-01 00:00:00.000000143
Curtice Advani,UK,Peanut Butter Cubes,01/03/2023,"$15,653.44",1970-01-01 00:00:00.000000175
Kelci Walkden,New Zealand,White Choc,13/04/2023,"$7,899.31",1970-01-01 00:00:00.000000148
Beverie Moffet,Canada,Fruit & Nut Bars,14/02/2023,"$10,644.74",1970-01-01 00:00:00.000000172
Mallorie Waber,India,White Choc,26/07/2023,$872.83,1970-01-01 00:00:00.000000224
Brien Boise,UK,Drinking Coco,27/01/2023,"$6,337.94",1970-01-01 00:00:00.000000128
Jehu Rudeforth,India,Peanut Butter Cubes,14/04/2023,$31.15,1970-01-01 00:00:00.000000451
Oby Sorrel,USA,Almond Choco,19/05/2023,"$7,107.55",1970-01-01 00:00:00.000000142
Husein Augar,India,Eclairs,09/02/2023,"$5,465.85",1970-01-01 00:00:00.000000056
